Queue_ID,Project_Name,Interconnecting_Entity,County,State,Interconnection_Location,Transmission_Owner,Generation_Type,Capacity_(MW),Summer_Capacity_(MW),Winter_Capacity_(MW),Queue_Date,Status,Proposed_Completion_Date,Withdrawn_Date,Withdrawal_Comment,Actual_Completion_Date,Fuel,Technology,GIM_Study_Phase,Screening_Study_Started,Screening_Study_Complete,FIS_Requested,FIS_Approved,Economic_Study_Required,IA_Signed,Air_Permit,GHG_Permit,Water_Availability,Meets_Planning,Meets_All_Planning,CDR_Reporting_Zone,Approved_for_Energization,Approved_for_Synchronization,Comment
25INR0271,City Breeze BESS,City Breeze BESS LLC,Matagorda,Texas,8111 MAGILL4A 138KV,,Other - Battery Energy Storage,143.1,,,2022-12-15,Completed,2026-07-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2022-12-15,2023-03-11,2022-12-06 00:00:00.000,,,2024-05-15,,,,2024-05-25 00:00:00,,COASTAL,,,
25INR0273,Horse Wrangler Solar,"Horse Wrangler Solar Project, LLC",Karnes,Texas,Tap 138kV 8153 Rosata Tap (Bus# ) - 8186 Kenedy Switch,,Solar - Photovoltaic Solar,251.33,,,2023-12-04,Active,2028-12-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-12-04,2024-02-26,2023-11-14 00:00:00.000,,,,Not Required,Not Required,Not Required,,,SOUTH,,,
25INR0274,Horse Wrangler Storage,"Horse Wrangler Solar Project, LLC",Karnes,Texas,Tap 138kV 8153 Rosata Tap  - 8186 Kenedy Switch  Ckt 1,,Other - Battery Energy Storage,102.07,,,2023-11-30,Active,2028-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-11-30,2024-02-26,2023-11-14 00:00:00.000,,,,Not Required,Not Required,,,,SOUTH,,,
25INR0275,Texas Sage Solar SLF,"Texas Sage Solar Project, LLC",Wilson,Texas, 8193 LYSSY 138kV,,Solar - Photovoltaic Solar,100.7,,,2024-04-15,Active,2028-12-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-04-15,2024-07-09,2024-03-29 00:00:00.000,,No,,,,Not Required,,,SOUTH,,,
25INR0276,Texas Sage Storage SLF,"Texas Sage Solar Project, LLC",Wilson,Texas,8193 LYSSY 138kV,,Other - Battery Energy Storage,0.0,,,2024-04-15,Active,2028-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-04-15,2024-07-09,2024-03-29 00:00:00.000,,No,,,,,,,SOUTH,,,
25INR0280,Nockenut Springs Solar 5,"Pecan Springs Energy, LLC",Gonzales,Texas,Tap 345 kV 5133 Elm Creek - 5915 South Texas Project,,Solar - Photovoltaic Solar,201.15,,,2023-02-09,Active,2029-06-05,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-02-09,2023-05-08,2023-01-27 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
25INR0281,Cosper Solar,Gransolar Texas Twenty LLC,Bell,Texas,"Tap 138kV 115 Ding Dong - 3630 Copperas Cove Tu
",,Solar - Photovoltaic Solar,148.16,,,2023-01-03,Active,2027-11-12,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, No IA",2023-01-03,2023-03-30,2023-05-26 17:15:48.000,2024-11-01,,,,,Not Required,,,NORTH,,,
25INR0282,Hornet Solar II SLF,Hornet Solar II LLC,Swisher,Texas,Ozark Trail Switch 345kV substation (Bus #23901),,Solar - Photovoltaic Solar,208.95,,,2023-01-03,Completed,2027-06-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2023-01-03,2023-03-29,2022-12-20 00:00:00.000,2024-07-02,No,2024-08-21,,,Not Required,2025-02-12 00:00:00,,PANHANDLE,,,
25INR0283,Hornet Storage II SLF,Hornet Storage II LLC,Swisher,Texas,Ozark Trail Switch 345kV substation (Bus # 23901),,Other - Battery Energy Storage,0.0,,,2023-01-03,Completed,2027-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-01-03,2023-03-29,2022-12-20 00:00:00.000,2024-07-02,No,2024-08-21,,,,2025-02-12 00:00:00,,PANHANDLE,,,
25INR0284,Railway BESS ,"Grand Reserve Energy, LLC",Rusk,Texas,Martin Lake Switch (3100) – Elkton (3105) 345 kV Line,,Other - Battery Energy Storage,254.8,,,2023-01-30,Active,2028-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-01-30,2023-04-28,2023-01-23 00:00:00.000,,No,,,,,,,NORTH,,,
25INR0286,Savannah Oaks Solar,Savannah Oaks Solar Project LLC,Madison,Texas,Tap 345kV 46020 Limestone Plant - 967 Gibbons Creek,,Solar - Photovoltaic Solar,200.97,,,2023-01-03,Active,2028-09-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-01-03,2023-03-30,2022-12-02 00:00:00.000,,,,,,Not Required,,,NORTH,,,
25INR0287,Hide Town Energy Storage,Hide Town Energy Storage LLC,Scurry,Texas,"1311 SACROC 138kV
",,Other - Battery Energy Storage,100.75,,,2023-01-17,Active,2028-10-11,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-01-17,2023-04-14,2024-08-28 00:00:00.000,,,,,,,,,WEST,,,
25INR0288,Buffalo Prairie Storage,"Buffalo Meadow Energy Center, LLC",Robertson,Texas,Tap 345kV 975 Jack Creek - 3400 Twin Oak,,Other - Battery Energy Storage,313.51,,,2023-01-03,Active,2028-09-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-01-03,2023-03-29,2022-12-02 00:00:00.000,,,,,,,,,NORTH,,,
25INR0293,TOCE BESS 1,"TOCE BESS 1, LLC",Wharton,Texas,138 kV Danevang Switching Station (Bus# 5546),,Other - Battery Energy Storage,205.2,,,2023-10-13,Completed,2027-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-10-13,2024-01-10,2023-09-22 00:00:00.000,2024-11-07,,2024-12-30,Not Required,Not Required,,,,SOUTH,,,
25INR0297,RIVERBEND SOLAR SLF,"Riverbend Renewables, LLC",Falls,Texas,"TAP 345 KV  LINE  FROM TRADINGHOUSE (#3405) TO TEMPLE PECAN CREEK (#3412) SUBSTATIONS
",,Solar - Photovoltaic Solar,301.6,,,2023-03-08,Active,2027-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-03-08,2023-06-05,2023-03-03 00:00:00.000,,,,,,Not Required,,,NORTH,,,
25INR0300,Wizard BESS,"Wizard Energy Storage, LLC",Galveston,Texas,To the 138 kV League City Substation (#38920),,Other - Battery Energy Storage,150.82,,,2023-03-27,Completed,2025-10-21,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-03-27,2023-06-19,2023-03-15 00:00:00.000,2024-01-24,,2023-08-21,Not Required,Not Required,,2024-07-30 00:00:00,2024-07-30 00:00:00,HOUSTON,,,
25INR0301,Van Zandt Energy Storage ,"Rocky Mountain Energy Holdings, LLC",Ector,Texas,1027 Odessa EHV Switch 138 kV,,Other - Battery Energy Storage,256.58,,,2023-06-07,Active,2027-04-13,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-06-07,2023-09-01,2023-04-05 00:00:00.000,2024-11-18,No,,,,,,,WEST,,,
25INR0304,Flying Kite Solar,FLYING KITE SOLAR LLC,Zavala,Texas,Tap the 69kV La Pryor (#8672) - Uvalde (#8231) Line; AEP,,Solar - Photovoltaic Solar,80.38,,,2023-04-07,Active,2027-05-21,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-04-07,2023-07-05,2023-03-17 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
25INR0306,Red Top Solar I,"Cat Red Top Solar, LLC",Young,Texas,Tap 138kV 1431 Graham SES - Short Grass 11525,,Solar - Photovoltaic Solar,200.59,,,2023-01-17,Active,2028-04-13,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-01-17,2023-04-14,2023-10-12 00:00:00.000,,,,Not Required,Not Required,Not Required,,,WEST,,,
25INR0310,IEP Blackhawk,"IEP Texas Verde II, llc",Galveston,Texas,38740 Heights Substation 138kV ,,Other - Battery Energy Storage,100.0,,,2023-04-07,Active,2026-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-04-07,2023-07-05,2023-03-08 00:00:00.000,,,,,,,,,HOUSTON,,,
25INR0311,RIVERBEND STORAGE SLF,"Riverbend Renewables, LLC",Falls,Texas,TAP 345 KV LINE FROM TRADINGHOUSE (#3405) TO TEMPLE PECAN CREEK (#3412) SUBSTATIONS,,Other - Battery Energy Storage,0.0,,,2023-03-08,Active,2027-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-03-08,2023-06-05,2023-03-03 00:00:00.000,2024-07-23,,,,,,,,NORTH,,,
25INR0313,Staked Plains BESS ,"Grand Reserve Energy, LLC",Lubbock,Texas,345kV Dunbar Double Mountain Switch (Bus# 23928),,Other - Battery Energy Storage,254.8,,,2023-03-13,Completed,2028-05-10,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-03-13,2023-06-09,2023-03-02 00:00:00.000,2024-12-03,No,2024-10-29,,,,,,PANHANDLE,,,
25INR0319,Northington Solar,"Northington Solar, LLC",Wharton,Texas,The 138 kV El Campo (#8102) - Pulsar (#8192) Line; AEP. ,,Solar - Photovoltaic Solar,129.81,,,2023-02-20,Completed,2027-07-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2023-02-20,2023-05-19,2023-02-02 00:00:00.000,,,2024-10-02,Not Required,,Not Required,2025-02-12 00:00:00,,SOUTH,,,
25INR0321,El Molino Solar SLF,"El Molino Solar, LLC",Webb,Texas,Tap 138kV 80439 LaQuinta - 8297 Bruni 8297,,Solar - Photovoltaic Solar,201.32,,,2023-01-17,Active,2027-09-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-01-17,2023-04-14,2023-03-31 00:00:00.000,,No,,,,Not Required,,,SOUTH,,,
25INR0322,El Molino Storage SLF,"El Molino Solar, LLC",Webb,Texas,Tap 138kV 80439 LaQuinta - 8297 Bruni 8297,,Other - Battery Energy Storage,0.0,,,2023-01-17,Active,2027-09-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-01-17,2023-04-14,2023-01-13 00:00:00.000,,No,,,,,,,SOUTH,,,
25INR0329,Project Lynx BESS,"Corpus Battery Storage, LLC",Nueces,Texas,138KV Tap 8921 Terra Verde - 8518 Kingsville,,Other - Battery Energy Storage,125.0,,,2023-03-08,Completed,2026-03-14,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2023-03-08,2023-06-01,2023-03-01 00:00:00.000,,No,2024-04-09,Not Required,Not Required,,2025-02-12 00:00:00,,COASTAL,,,
25INR0330,Clutch City Solar Phase II,"HZ SOLAR I, LLC",Brazoria,Texas,tap 138kV 42960 Mustang Bayou – 42100 Hudson CKT#04,,Solar - Photovoltaic Solar,251.27,,,2023-02-20,Completed,2028-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2023-02-20,2023-05-20,2023-02-10 00:00:00.000,,,2025-02-11,,,Not Required,,,COASTAL,,,
25INR0331,Buffalo Meadow Solar,"Buffalo Meadow Energy Center, LLC",Robertson,Texas,Tap Jack Creek (975) - Twin Oak (3400) 345kV line,,Solar - Photovoltaic Solar,251.27,,,2023-02-27,Active,2028-09-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-02-27,2023-05-26,2023-01-27 00:00:00.000,,,,,,Not Required,,,NORTH,,,
25INR0334,Star Dairy Storage,Star Dairy Storage,Lamar,Texas,Tap 345kV 1692 PARIS_SW1_5 -- 11699 WOODARD_5,,Other - Battery Energy Storage,204.93,,,2023-04-19,Completed,2027-04-03,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-04-19,2023-07-14,2023-04-11 00:00:00.000,2025-02-17,No,2024-12-09,Not Required,Not Required,,,,NORTH,,,
25INR0337,Butcherbird Solar,"Butcherbird Solar, LLC",Bell,Texas,Tap 138 kV - Bell County #133 to Bartlett Switch #114,,Solar - Photovoltaic Solar,116.0,,,2023-12-18,Active,2027-02-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-12-18,2024-03-15,2023-12-06 00:00:00.000,,,,,,Not Required,,,NORTH,,,
25INR0338,Les Energy Storage,"Rocky Mountain Energy Development, LLC",Howard,Texas,Tap 138 kV 1326 Stanton East – 11324 Leatherwood Pod,,Other - Battery Energy Storage,205.13,,,2023-02-09,Active,2028-04-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-02-09,2023-05-05,2023-02-17 00:00:00.000,2025-06-09,,,,,,,,WEST,,,
25INR0339,Fort Concho Energy storage  ,"Rocky Mountain Energy Development, LLC",Tom Green,Texas,Tap 138 kV #76320 Schkade -  #76011 Twin Buttes Line; LCRA,,Other - Battery Energy Storage,251.15,,,2023-01-30,Active,2028-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-01-30,2023-04-28,2023-02-17 19:00:19.000,,,,,,,,,WEST,,,
25INR0341,Rosebud Storage SLF,"Rosebud Storage, LLC",Falls,Texas,Tap 69 kV 67 BAGGINS - 69 BARCLAY,,Other - Battery Energy Storage,0.0,,,2023-03-09,Active,2028-01-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-03-09,2023-06-05,2023-12-04 20:34:16.000,,,,,,,,,NORTH,,,
25INR0342,Nickel Spruce Solar,Nickel Spruce Solar LLC,Leon,Texas,Tap 138kV 6735 Pleasant Springs Switching Station - 6736 Middl,,Solar - Photovoltaic Solar,150.0,,,2023-01-30,Active,2027-12-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-01-30,2023-04-28,2023-10-31 17:42:30.999,,,,,,Not Required,,,NORTH,,,
25INR0346,Cado Storage,"Cado Storage, LLC",Bexar,Texas,Tap 138 kV Line from Braunig East (#5030) to Highland Hills (#5205) Ckt. 1,,Other - Battery Energy Storage,205.51,,,2023-03-13,Active,2029-04-06,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-03-13,2023-06-09,2023-03-07 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0347,Cadet Storage,"TX BESS 5, LLC",Brazos,Texas,Tap 69kV 32864 BRYN_ATK69 to 32873 BRYN SHADY,,Other - Battery Energy Storage,104.42,,,2023-05-22,Active,2026-04-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-22,2023-08-18,2023-04-24 00:00:00.000,,,,,,,,,NORTH,,,
25INR0353,Marshall Spring Solar,"Marshall Springs Solar, LLC",Gillespie,Texas,"New POI station between 7132 L_GILLES8_1Y - 7126 L_FERGUS8_1Y 138kV line and 7132 L_GILLES8_1Y - 7128 L_HORSBA8_1Y 138kV line, then loop in both lines into the new POI station.",,Solar - Photovoltaic Solar,150.0,,,2023-02-20,Active,2026-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-02-20,2023-05-18,2023-09-27 22:57:11.999,,,,,,Not Required,,,SOUTH,,,
25INR0354,Marshall Spring Storage,"Marshall Springs Storage, LLC",Gillespie,Texas,"New POI station between 7132 L_GILLES8_1Y - 7126 L_FERGUS8_1Y 138kV line and 7132 L_GILLES8_1Y - 7128 L_HORSBA8_1Y 138kV line, then loop in both lines into the new POI station.",,Other - Battery Energy Storage,150.0,,,2023-02-20,Active,2026-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-02-20,2023-05-18,2023-09-27 23:00:59.999,,,,,,,,,SOUTH,,,
25INR0361,Wallie Storage,"Wallie Storage, LLC",Howard,Texas,Tap 138kV 11324 Leatherwood POD  - 1326 Stanton East Switch,,Other - Battery Energy Storage,205.4,,,2023-03-27,Active,2027-09-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-03-27,2023-06-19,2023-03-02 00:00:00.000,,,,,,,,,WEST,,,
25INR0363,Emerald Hill Energy Storage,Emerald Hill Energy Storage LLC,Dallas,Texas,Desoto Switch (2431) - Cedar Hill Switch (2420) 345kV Line,,Other - Battery Energy Storage,261.02,,,2023-02-27,Active,2027-06-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-02-27,2023-05-26,2023-02-23 00:00:00.000,2024-08-26,No,,,,,,,NORTH,,,
25INR0368,Echols Creek Solar,"BT Ferguson Solar, LLC",Lamar,Texas,Tap 138kV Hawk Hollow Switch (#11768) and Lamar Blossom Switch (#11770),,Solar - Photovoltaic Solar,201.15,,,2023-04-07,Active,2027-04-03,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-04-07,2023-07-05,2023-03-22 00:00:00.000,,,,,,Not Required,,,NORTH,,,
25INR0369,Echols Creek Storage,"BT Ferguson Solar, LLC",Lamar,Texas,Tap 138kV Hawk Hollow Switch (#11768) and Lamar Blossom Switch (#11770),,Other - Battery Energy Storage,100.57,,,2023-04-07,Active,2027-10-13,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-04-07,2023-07-05,2023-03-22 00:00:00.000,2024-07-24,,,,,,,,NORTH,,,
25INR0370,Willis Storage,BT Majewski Storage LLC,Rains,Texas,tap 138kV Emory North 3171 to Liberty POD 1723,,Other - Battery Energy Storage,176.13,,,2023-03-27,Active,2027-08-13,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-03-27,2023-06-24,2023-03-13 00:00:00.000,2024-11-08,,,,,,,,NORTH,,,
25INR0371,McMurtre Storage,"BT McMurtre Storage, LLC",Hunt,Texas,tap 138kV 1819 Commerce South - 1815 Cumby Tap,,Other - Battery Energy Storage,176.13,,,2023-03-13,Active,2026-09-07,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-03-13,2023-06-09,2023-03-06 00:00:00.000,2024-07-08,,,,,,,,NORTH,,,
25INR0372,Elan BESS,"Elan BESS, LLC",Fort Bend,Texas,42380 Needville 138kV,,Other - Battery Energy Storage,202.65,,,2023-03-08,Active,2026-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-03-08,2023-06-05,2023-02-15 00:00:00.000,2024-03-21,,,,,,,,HOUSTON,,,
25INR0373,LARISA BESS,ME USA PROJECT II LLC,Jones,Texas,Tap 345kV 6235 Mulberry Creek – 60791 Perigee ,,Other - Battery Energy Storage,418.49,,,2023-03-13,Active,2026-11-12,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-03-13,2023-06-09,2023-11-30 11:39:12.000,,,,,,,,,WEST,,,
25INR0374,Meridian BESS,Navitas Energy- Meredian BESS,Bosque,Texas,319 Meridian 69 KV ,,Other - Battery Energy Storage,31.23,,,2023-03-13,Active,2027-10-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-03-13,2023-06-09,2023-03-10 00:00:00.000,2024-06-14,No,,Not Required,,,,,NORTH,,,
25INR0375,NavBoot BESS,Navboot BESS LLC,Nueces,Texas,8858 MCKENZIE4A 138kV,,Other - Battery Energy Storage,303.7,,,2023-03-13,Active,2026-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-03-13,2023-06-09,2023-03-10 00:00:00.000,,,,,,,,,COASTAL,,,
25INR0376,Hawkins BESS,"BRP BLUE TOPAZ 7, LLC",Hidalgo,Texas,85005 ELGATO4A 138 kV,,Other - Battery Energy Storage,150.43,,,2023-05-03,Active,2028-01-16,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-03,2023-07-28,2023-04-19 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0377,Proteus Vernon Solar SLF,Vernon Solar and Storage LLC (a Delaware LLC),Wilbarger,Texas,6060 Vernon 138kV,,Solar - Photovoltaic Solar,75.0,,,2023-03-27,Active,2026-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-03-27,2023-06-19,2023-07-03 18:24:33.000,,,,,,Not Required,,,WEST,,,
25INR0378,Second Division Storage,"Mound Creek Storage, LLC",Brazoria,Texas,Tap 138 kV SANBER_POI_8 (Bus# 43110) to WEST COLUMBIA (Bus# 43380) Ckt 60 Line,,Other - Battery Energy Storage,0.0,,,2023-04-19,Active,2025-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-04-19,2023-07-13,2023-03-15 00:00:00.000,,,,,,,,,COASTAL,,,
25INR0379,Starr Storage ,"Falcon Lake Storage, LLC",Starr,Texas,8795 Roma 138kV,,Other - Battery Energy Storage,0.0,,,2023-06-28,Active,2028-03-29,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-06-28,2023-09-22,2023-03-08 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0380,Fike BESS,"BRP Blue Topaz 9, LLC",Hidalgo,Texas,5754 Aderhold 138kV,,Other - Battery Energy Storage,200.8,,,2023-05-15,Active,2028-05-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-15,2023-08-11,2023-04-19 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0382,HappyDogSolar,Rosula Solar LLC,Milam,Texas,Tap 345kV 3704 Hog Creek Switch – 3687 Bell County East Switch,,Solar - Photovoltaic Solar,85.54,,,2023-06-07,Completed,2026-09-14,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2023-06-07,2023-09-01,2023-05-25 00:00:00.000,2025-01-07,No,2024-12-16,,,Not Required,,,SOUTH,,,
25INR0384,Zorro BESS ,ZORRO BESS LLC,Van Zandt,Texas,138 kV Ben Wheeler (Bus# 6852),,Other - Battery Energy Storage,153.69,,,2023-03-27,Completed,2027-05-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-03-27,2023-06-19,2023-06-02 23:25:56.000,2024-05-21,No,2025-03-28,Not Required,Not Required,,,,NORTH,,,
25INR0385,Bobcat Cameron BESS,"Bobcat BESS, LLC",Cameron,Texas,5764 East Rio Hondo Substation 138kV,,Other - Battery Energy Storage,200.78,,,2023-04-19,Active,2027-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-04-19,2023-07-14,2023-04-11 00:00:00.000,,,,,,,,,COASTAL,,,
25INR0386,Diaz BESS,"BRP Blue Topaz 10, LLC",Cameron,Texas,8950 Olmito 138kV,,Other - Battery Energy Storage,241.48,,,2023-05-22,Active,2027-11-18,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-22,2023-08-17,2023-05-17 00:00:00.000,,No,,,,,,,COASTAL,,,
25INR0389,Stoneridge BESS,"Stoneridge Solar, LLC",Milam,Texas,Tap 345 kV 13429 SANDOW SWITCH - 7040 AUSTROP CKT 2,,Other - Battery Energy Storage,101.9,,,2023-03-13,Completed,2025-09-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-03-13,2023-06-09,2023-03-09 00:00:00.000,2024-09-06,No,2024-04-19,Not Required,Not Required,,2025-01-28 00:00:00,2025-01-28 00:00:00,SOUTH,2025-06-26,,
25INR0390,Macho Creek BESS,"Macho Creek BESS, LLC",Starr,Texas,Tap 138kV 8793 RIO GRANDE CITY - 8806 LAS LOMAS,,Other - Battery Energy Storage,150.56,,,2023-06-28,Active,2027-05-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-06-28,2023-09-22,2023-06-06 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0391,Purple Sage BESS 1,"Purple Sage, LLC",Collin,Texas,Anna 345 kV Bus# 2373.,,Other - Battery Energy Storage,156.0,,,2023-03-08,Completed,2027-05-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-03-08,2023-06-05,2023-03-07 00:00:00.000,2024-03-20,No,2024-10-11,Not Required,Not Required,,2025-02-13 00:00:00,,NORTH,,,
25INR0392,Purple Sage BESS 2,"Purple Sage, LLC",Collin,Texas,Anna 345 kV Bus# 2373,,Other - Battery Energy Storage,156.0,,,2023-03-08,Completed,2027-05-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-03-08,2023-06-05,2023-03-07 00:00:00.000,2024-03-20,No,2024-10-11,Not Required,Not Required,,2025-02-13 00:00:00,,NORTH,,,
25INR0393,MICOT BESS ,UR-Silo DevCo LLC,Montgomery,Texas,Tap 345kV 44645 Singleton - 46500 Tomball Ckt 74,,Other - Battery Energy Storage,150.0,,,2023-03-27,Active,2025-05-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-03-27,2023-06-23,2023-06-02 23:27:32.000,,,,,,,,,HOUSTON,,,
25INR0394,Orchard Ray BESS,Pettus BESS,Bee,Texas,8593 PETTUS2A 69kV,,Other - Battery Energy Storage,51.85,,,2023-06-07,Active,2027-05-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-06-07,2023-09-01,2023-05-31 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0395,Hinkell BESS,Reveille BESS,La Salle,Texas,8612 Reveille 138kV,,Other - Battery Energy Storage,78.05,,,2023-08-21,Active,2027-11-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-08-21,2023-11-17,2023-08-14 00:00:00.000,,No,,,,,,,SOUTH,,,
25INR0396,Stewart Grady BESS,Grady BESS,Martin,Texas,Tap 138kV 11368 Expanse Switch – 23841 Sale Ranch,,Other - Battery Energy Storage,150.5,,,2023-05-26,Active,2027-09-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2023-05-26,2023-08-22,2023-05-01 00:00:00.000,2024-08-23,No,,,,,,,WEST,,,
25INR0397,Beeman BESS,Beeman BESS LLC,Gonzales,Texas,69kV Waelder Substation (7232),,Other - Battery Energy Storage,50.18,,,2023-04-19,Active,2027-05-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-04-19,2023-07-13,2023-03-22 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0399,Blossomheath BESS,Taurbeng LLC,Ellis,Texas,tap VENUS SWITCH (#1907) – SAM SWITCH (#68090) 345 kV line,,Other - Battery Energy Storage,300.78,,,2023-05-26,Active,2026-11-28,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-26,2023-08-17,2023-05-23 00:00:00.000,,,,,,,,,NORTH,,,
